"modification_probability"	"count"	"element"
56.1	554	"13"
56.1	676	"12"
56.1	782	"11"
56.1	801	"10"
56.1	1329	"1"
56.2	82	"Y"
56.2	561	"X"
56.2	675	"9"
56.2	829	"8"
56.2	888	"7"
56.2	850	"6"
56.2	893	"5"
56.2	904	"4"
56.2	937	"3"
56.2	315	"22"
56.2	268	"21"
56.2	454	"20"
56.2	1182	"2"
56.2	379	"19"
56.2	434	"18"
56.2	538	"17"
56.2	616	"16"
56.2	484	"15"
56.2	415	"14"
56.2	493	"13"
56.2	688	"12"
56.2	754	"11"
56.2	780	"10"
56.2	1240	"1"
56.3	89	"Y"
56.3	548	"X"
56.3	641	"9"
56.3	814	"8"
56.3	912	"7"
56.3	768	"6"
56.3	820	"5"
56.3	887	"4"
56.3	980	"3"
56.3	279	"22"
56.3	267	"21"
56.3	429	"20"
56.3	1200	"2"
56.3	375	"19"
56.3	443	"18"
56.3	526	"17"
56.3	581	"16"
56.3	482	"15"
56.3	450	"14"
56.3	485	"13"
56.3	700	"12"
56.3	767	"11"
56.3	789	"10"
56.3	1194	"1"
56.4	88	"Y"
56.4	539	"X"
56.4	645	"9"
56.4	815	"8"
56.4	854	"7"
56.4	817	"6"
56.4	867	"5"
56.4	887	"4"
56.4	852	"3"
56.4	290	"22"
56.4	257	"21"
56.4	441	"20"
56.4	1238	"2"
56.4	423	"19"
56.4	415	"18"
56.4	533	"17"
56.4	583	"16"
56.4	508	"15"
56.4	432	"14"
56.4	519	"13"
56.4	672	"12"
56.4	721	"11"
56.4	789	"10"
56.4	1240	"1"
56.5	72	"Y"
56.5	576	"X"
56.5	644	"9"
56.5	814	"8"
56.5	809	"7"
56.5	800	"6"
56.5	892	"5"
56.5	873	"4"
56.5	897	"3"
56.5	316	"22"
56.5	234	"21"
56.5	450	"20"
56.5	1209	"2"
56.5	361	"19"
56.5	462	"18"
56.5	547	"17"
56.5	604	"16"
56.5	495	"15"
56.5	438	"14"
56.5	526	"13"
56.5	683	"12"
56.5	775	"11"
56.5	750	"10"
56.5	1245	"1"
56.6	89	"Y"
56.6	535	"X"
56.6	609	"9"
56.6	762	"8"
56.6	854	"7"
56.6	783	"6"
56.6	870	"5"
56.6	911	"4"
56.6	943	"3"
56.6	288	"22"
56.6	226	"21"
56.6	460	"20"
56.6	1185	"2"
56.6	412	"19"
56.6	489	"18"
56.6	562	"17"
56.6	623	"16"
56.6	470	"15"
56.6	459	"14"
56.6	533	"13"
56.6	661	"12"
56.6	758	"11"
56.6	830	"10"
56.6	1249	"1"
56.7	96	"Y"
56.7	549	"X"
56.7	671	"9"
56.7	791	"8"
56.7	902	"7"
56.7	775	"6"
56.7	870	"5"
56.7	902	"4"
56.7	910	"3"
56.7	321	"22"
56.7	242	"21"
56.7	441	"20"
56.7	1237	"2"
56.7	439	"19"
56.7	481	"18"
56.7	493	"17"
56.7	570	"16"
56.7	480	"15"
56.7	432	"14"
56.7	518	"13"
56.7	635	"12"
56.7	789	"11"
56.7	836	"10"
56.7	1306	"1"
56.8	91	"Y"
56.8	557	"X"
56.8	634	"9"
56.8	752	"8"
56.8	899	"7"
56.8	802	"6"
56.8	881	"5"
56.8	959	"4"
56.8	997	"3"
56.8	286	"22"
56.8	258	"21"
56.8	464	"20"
56.8	1196	"2"
56.8	413	"19"
56.8	463	"18"
56.8	543	"17"
56.8	618	"16"
56.8	430	"15"
56.8	429	"14"
56.8	528	"13"
56.8	682	"12"
56.8	793	"11"
56.8	798	"10"
56.8	1298	"1"
56.9	94	"Y"
56.9	553	"X"
56.9	665	"9"
56.9	778	"8"
56.9	889	"7"
56.9	839	"6"
56.9	852	"5"
56.9	860	"4"
56.9	915	"3"
56.9	293	"22"
56.9	205	"21"
56.9	416	"20"
56.9	1192	"2"
56.9	426	"19"
56.9	486	"18"
56.9	543	"17"
56.9	578	"16"
56.9	488	"15"
56.9	450	"14"
56.9	524	"13"
56.9	701	"12"
56.9	713	"11"
56.9	749	"10"
56.9	1246	"1"
57	95	"Y"
57	555	"X"
57	580	"9"
57	770	"8"
57	898	"7"
57	769	"6"
57	871	"5"
57	881	"4"
57	963	"3"
57	331	"22"
57	258	"21"
57	456	"20"
57	1251	"2"
57	420	"19"
57	460	"18"
57	538	"17"
57	605	"16"
57	504	"15"
57	421	"14"
57	510	"13"
57	640	"12"
57	706	"11"
57	765	"10"
57	1250	"1"
57.1	89	"Y"
57.1	551	"X"
57.1	647	"9"
57.1	810	"8"
57.1	945	"7"
57.1	799	"6"
57.1	858	"5"
57.1	841	"4"
57.1	920	"3"
57.1	322	"22"
57.1	249	"21"
57.1	431	"20"
57.1	1254	"2"
57.1	407	"19"
57.1	509	"18"
57.1	551	"17"
57.1	561	"16"
57.1	498	"15"
57.1	460	"14"
57.1	539	"13"
57.1	692	"12"
57.1	756	"11"
57.1	816	"10"
57.1	1227	"1"
57.2	89	"Y"
57.2	525	"X"
57.2	640	"9"
57.2	772	"8"
57.2	904	"7"
57.2	810	"6"
57.2	931	"5"
57.2	873	"4"
57.2	959	"3"
57.2	283	"22"
57.2	228	"21"
57.2	457	"20"
57.2	1238	"2"
57.2	448	"19"
57.2	457	"18"
57.2	509	"17"
57.2	616	"16"
57.2	463	"15"
57.2	458	"14"
57.2	478	"13"
57.2	735	"12"
57.2	816	"11"
57.2	797	"10"
57.2	1255	"1"
57.3	87	"Y"
57.3	574	"X"
57.3	658	"9"
57.3	762	"8"
57.3	871	"7"
57.3	805	"6"
57.3	860	"5"
57.3	858	"4"
57.3	908	"3"
57.3	304	"22"
57.3	252	"21"
57.3	479	"20"
57.3	1297	"2"
57.3	399	"19"
57.3	449	"18"
57.3	503	"17"
57.3	551	"16"
57.3	472	"15"
57.3	485	"14"
57.3	526	"13"
57.3	676	"12"
57.3	788	"11"
57.3	842	"10"
57.3	1311	"1"
57.4	99	"Y"
57.4	575	"X"
57.4	661	"9"
57.4	791	"8"
57.4	865	"7"
57.4	777	"6"
57.4	942	"5"
57.4	920	"4"
57.4	888	"3"
57.4	313	"22"
57.4	229	"21"
57.4	417	"20"
57.4	1163	"2"
57.4	423	"19"
57.4	467	"18"
57.4	509	"17"
57.4	634	"16"
57.4	433	"15"
57.4	425	"14"
57.4	563	"13"
57.4	659	"12"
57.4	739	"11"
57.4	755	"10"
57.4	1245	"1"
57.5	83	"Y"
57.5	589	"X"
57.5	617	"9"
57.5	763	"8"
57.5	866	"7"
57.5	763	"6"
57.5	889	"5"
57.5	886	"4"
57.5	960	"3"
57.5	262	"22"
57.5	257	"21"
57.5	436	"20"
57.5	1253	"2"
57.5	435	"19"
57.5	457	"18"
57.5	501	"17"
57.5	621	"16"
57.5	489	"15"
57.5	482	"14"
57.5	506	"13"
57.5	697	"12"
57.5	781	"11"
57.5	756	"10"
57.5	1278	"1"
57.6	85	"Y"
57.6	583	"X"
57.6	667	"9"
57.6	771	"8"
57.6	875	"7"
57.6	731	"6"
57.6	857	"5"
57.6	910	"4"
57.6	921	"3"
57.6	297	"22"
57.6	242	"21"
57.6	440	"20"
57.6	1211	"2"
57.6	384	"19"
57.6	456	"18"
57.6	492	"17"
57.6	632	"16"
57.6	460	"15"
57.6	438	"14"
57.6	514	"13"
57.6	659	"12"
57.6	776	"11"
57.6	790	"10"
57.6	1228	"1"
57.7	95	"Y"
57.7	580	"X"
57.7	670	"9"
57.7	755	"8"
57.7	868	"7"
57.7	777	"6"
57.7	867	"5"
57.7	805	"4"
57.7	921	"3"
57.7	322	"22"
57.7	245	"21"
57.7	456	"20"
57.7	1202	"2"
57.7	400	"19"
57.7	474	"18"
57.7	547	"17"
57.7	590	"16"
57.7	484	"15"
57.7	418	"14"
57.7	534	"13"
57.7	700	"12"
57.7	756	"11"
57.7	768	"10"
57.7	1256	"1"
57.8	88	"Y"
57.8	589	"X"
57.8	659	"9"
57.8	821	"8"
57.8	895	"7"
57.8	812	"6"
57.8	809	"5"
57.8	865	"4"
57.8	901	"3"
57.8	313	"22"
57.8	264	"21"
57.8	403	"20"
57.8	1204	"2"
57.8	431	"19"
57.8	450	"18"
57.8	499	"17"
57.8	598	"16"
57.8	466	"15"
57.8	452	"14"
57.8	519	"13"
57.8	694	"12"
57.8	778	"11"
57.8	777	"10"
57.8	1245	"1"
57.9	74	"Y"
57.9	545	"X"
57.9	649	"9"
57.9	827	"8"
57.9	908	"7"
57.9	741	"6"
57.9	868	"5"
57.9	898	"4"
57.9	957	"3"
57.9	281	"22"
57.9	236	"21"
57.9	442	"20"
57.9	1154	"2"
57.9	415	"19"
57.9	460	"18"
57.9	516	"17"
57.9	572	"16"
57.9	479	"15"
57.9	436	"14"
57.9	472	"13"
57.9	664	"12"
57.9	775	"11"
57.9	784	"10"
57.9	1214	"1"
58	93	"Y"
58	544	"X"
58	692	"9"
58	769	"8"
58	909	"7"
58	812	"6"
58	870	"5"
58	948	"4"
58	927	"3"
58	309	"22"
58	235	"21"
58	409	"20"
58	1221	"2"
58	391	"19"
58	446	"18"
58	500	"17"
58	593	"16"
58	481	"15"
58	477	"14"
58	511	"13"
58	663	"12"
58	750	"11"
58	752	"10"
58	1221	"1"
58.1	96	"Y"
58.1	570	"X"
58.1	682	"9"
58.1	765	"8"
58.1	845	"7"
58.1	789	"6"
58.1	866	"5"
58.1	879	"4"
58.1	916	"3"
58.1	261	"22"
58.1	244	"21"
58.1	440	"20"
58.1	1127	"2"
58.1	438	"19"
58.1	468	"18"
58.1	495	"17"
58.1	599	"16"
58.1	498	"15"
58.1	475	"14"
58.1	478	"13"
58.1	691	"12"
58.1	769	"11"
58.1	821	"10"
58.1	1271	"1"
58.2	91	"Y"
58.2	578	"X"
58.2	632	"9"
58.2	787	"8"
58.2	927	"7"
58.2	794	"6"
58.2	892	"5"
58.2	878	"4"
58.2	921	"3"
58.2	308	"22"
58.2	222	"21"
58.2	438	"20"
58.2	1245	"2"
58.2	422	"19"
58.2	455	"18"
58.2	514	"17"
58.2	568	"16"
58.2	479	"15"
58.2	454	"14"
58.2	545	"13"
58.2	659	"12"
58.2	744	"11"
58.2	778	"10"
58.2	1241	"1"
58.3	90	"Y"
58.3	535	"X"
58.3	610	"9"
58.3	749	"8"
58.3	850	"7"
58.3	798	"6"
58.3	856	"5"
58.3	877	"4"
58.3	1036	"3"
58.3	283	"22"
58.3	249	"21"
58.3	411	"20"
58.3	1195	"2"
58.3	398	"19"
58.3	436	"18"
58.3	543	"17"
58.3	619	"16"
58.3	495	"15"
58.3	451	"14"
58.3	480	"13"
58.3	684	"12"
58.3	742	"11"
58.3	803	"10"
58.3	1233	"1"
58.4	100	"Y"
58.4	546	"X"
58.4	632	"9"
58.4	798	"8"
58.4	849	"7"
58.4	790	"6"
58.4	848	"5"
58.4	901	"4"
58.4	912	"3"
58.4	297	"22"
58.4	255	"21"
58.4	424	"20"
58.4	1228	"2"
58.4	404	"19"
58.4	440	"18"
58.4	548	"17"
58.4	605	"16"
58.4	536	"15"
58.4	415	"14"
58.4	543	"13"
58.4	657	"12"
58.4	767	"11"
58.4	800	"10"
58.4	1213	"1"
58.5	87	"Y"
58.5	544	"X"
58.5	668	"9"
58.5	786	"8"
58.5	881	"7"
58.5	780	"6"
58.5	872	"5"
58.5	898	"4"
58.5	928	"3"
58.5	310	"22"
58.5	227	"21"
58.5	447	"20"
58.5	1148	"2"
58.5	412	"19"
58.5	455	"18"
58.5	513	"17"
58.5	615	"16"
58.5	441	"15"
58.5	410	"14"
58.5	520	"13"
58.5	665	"12"
58.5	809	"11"
58.5	815	"10"
58.5	1286	"1"
58.6	101	"Y"
58.6	554	"X"
58.6	635	"9"
58.6	765	"8"
58.6	895	"7"
58.6	777	"6"
58.6	877	"5"
58.6	921	"4"
58.6	956	"3"
58.6	317	"22"
58.6	208	"21"
58.6	448	"20"
58.6	1189	"2"
58.6	412	"19"
58.6	467	"18"
58.6	545	"17"
58.6	643	"16"
58.6	482	"15"
58.6	425	"14"
58.6	497	"13"
58.6	700	"12"
58.6	775	"11"
58.6	785	"10"
58.6	1282	"1"
58.7	81	"Y"
58.7	594	"X"
58.7	629	"9"
58.7	794	"8"
58.7	896	"7"
58.7	824	"6"
58.7	869	"5"
58.7	919	"4"
58.7	890	"3"
58.7	311	"22"
58.7	220	"21"
58.7	466	"20"
58.7	1121	"2"
58.7	367	"19"
58.7	451	"18"
58.7	583	"17"
58.7	594	"16"
58.7	519	"15"
58.7	421	"14"
58.7	524	"13"
58.7	635	"12"
58.7	751	"11"
58.7	794	"10"
58.7	1248	"1"
58.8	96	"Y"
58.8	558	"X"
58.8	680	"9"
58.8	749	"8"
58.8	880	"7"
58.8	807	"6"
58.8	863	"5"
58.8	915	"4"
58.8	896	"3"
58.8	285	"22"
58.8	251	"21"
58.8	443	"20"
58.8	1151	"2"
58.8	418	"19"
58.8	452	"18"
58.8	504	"17"
58.8	638	"16"
58.8	476	"15"
58.8	435	"14"
58.8	511	"13"
58.8	639	"12"
58.8	761	"11"
58.8	798	"10"
58.8	1259	"1"
58.9	99	"Y"
58.9	534	"X"
58.9	646	"9"
58.9	760	"8"
58.9	870	"7"
58.9	803	"6"
58.9	867	"5"
58.9	845	"4"
58.9	923	"3"
58.9	306	"22"
58.9	241	"21"
58.9	405	"20"
58.9	1207	"2"
58.9	431	"19"
58.9	515	"18"
58.9	513	"17"
58.9	590	"16"
58.9	485	"15"
58.9	459	"14"
58.9	567	"13"
58.9	691	"12"
58.9	756	"11"
58.9	792	"10"
58.9	1281	"1"
59	84	"Y"
59	562	"X"
59	628	"9"
59	789	"8"
59	872	"7"
59	768	"6"
59	887	"5"
59	867	"4"
59	885	"3"
59	279	"22"
59	254	"21"
59	440	"20"
59	1257	"2"
59	405	"19"
59	461	"18"
59	538	"17"
59	565	"16"
59	468	"15"
59	475	"14"
59	534	"13"
59	648	"12"
59	764	"11"
59	822	"10"
59	1246	"1"
59.1	75	"Y"
59.1	569	"X"
59.1	646	"9"
59.1	751	"8"
59.1	913	"7"
59.1	749	"6"
59.1	854	"5"
59.1	926	"4"
59.1	919	"3"
59.1	304	"22"
59.1	234	"21"
59.1	459	"20"
59.1	1181	"2"
59.1	370	"19"
59.1	476	"18"
59.1	560	"17"
59.1	571	"16"
59.1	444	"15"
59.1	454	"14"
59.1	530	"13"
59.1	702	"12"
59.1	733	"11"
59.1	772	"10"
59.1	1247	"1"
59.2	90	"Y"
59.2	590	"X"
59.2	704	"9"
59.2	776	"8"
59.2	861	"7"
59.2	776	"6"
59.2	845	"5"
59.2	888	"4"
59.2	895	"3"
59.2	285	"22"
59.2	210	"21"
59.2	429	"20"
59.2	1199	"2"
59.2	401	"19"
59.2	541	"18"
59.2	556	"17"
59.2	595	"16"
59.2	486	"15"
59.2	450	"14"
59.2	515	"13"
59.2	682	"12"
59.2	783	"11"
59.2	767	"10"
59.2	1297	"1"
59.3	98	"Y"
59.3	530	"X"
59.3	656	"9"
59.3	816	"8"
59.3	868	"7"
59.3	774	"6"
59.3	837	"5"
59.3	840	"4"
59.3	908	"3"
59.3	298	"22"
59.3	244	"21"
59.3	411	"20"
59.3	1233	"2"
59.3	413	"19"
59.3	475	"18"
59.3	506	"17"
59.3	589	"16"
59.3	492	"15"
59.3	449	"14"
59.3	516	"13"
59.3	672	"12"
59.3	742	"11"
59.3	825	"10"
59.3	1208	"1"
59.4	68	"Y"
59.4	558	"X"
59.4	631	"9"
59.4	744	"8"
59.4	852	"7"
59.4	808	"6"
59.4	898	"5"
59.4	883	"4"
59.4	898	"3"
59.4	275	"22"
59.4	226	"21"
59.4	438	"20"
59.4	1196	"2"
59.4	392	"19"
59.4	468	"18"
59.4	498	"17"
59.4	633	"16"
59.4	492	"15"
59.4	485	"14"
59.4	496	"13"
59.4	708	"12"
59.4	738	"11"
59.4	802	"10"
59.4	1290	"1"
59.5	86	"Y"
59.5	544	"X"
59.5	668	"9"
59.5	798	"8"
59.5	902	"7"
59.5	819	"6"
59.5	812	"5"
59.5	868	"4"
59.5	877	"3"
59.5	327	"22"
59.5	237	"21"
59.5	409	"20"
59.5	1164	"2"
59.5	384	"19"
59.5	473	"18"
59.5	496	"17"
59.5	639	"16"
59.5	471	"15"
59.5	450	"14"
59.5	535	"13"
59.5	655	"12"
59.5	754	"11"
59.5	769	"10"
59.5	1252	"1"
59.6	83	"Y"
59.6	574	"X"
59.6	665	"9"
59.6	795	"8"
59.6	850	"7"
59.6	792	"6"
59.6	815	"5"
59.6	881	"4"
59.6	907	"3"
59.6	282	"22"
59.6	249	"21"
59.6	437	"20"
59.6	1179	"2"
59.6	420	"19"
59.6	477	"18"
59.6	477	"17"
59.6	588	"16"
59.6	491	"15"
59.6	413	"14"
59.6	539	"13"
59.6	631	"12"
59.6	721	"11"
59.6	784	"10"
59.6	1285	"1"
59.7	87	"Y"
59.7	568	"X"
59.7	670	"9"
59.7	789	"8"
59.7	894	"7"
59.7	768	"6"
59.7	850	"5"
59.7	872	"4"
59.7	885	"3"
59.7	345	"22"
59.7	259	"21"
59.7	442	"20"
59.7	1167	"2"
59.7	408	"19"
59.7	487	"18"
59.7	549	"17"
59.7	578	"16"
59.7	454	"15"
59.7	418	"14"
59.7	517	"13"
59.7	661	"12"
59.7	721	"11"
59.7	777	"10"
59.7	1232	"1"
59.8	97	"Y"
59.8	565	"X"
59.8	628	"9"
59.8	854	"8"
59.8	888	"7"
59.8	807	"6"
59.8	859	"5"
59.8	919	"4"
59.8	913	"3"
59.8	276	"22"
59.8	241	"21"
59.8	417	"20"
59.8	1175	"2"
59.8	424	"19"
59.8	424	"18"
59.8	583	"17"
59.8	584	"16"
59.8	452	"15"
59.8	448	"14"
59.8	513	"13"
59.8	694	"12"
59.8	747	"11"
59.8	753	"10"
59.8	1303	"1"
59.9	83	"Y"
59.9	571	"X"
59.9	669	"9"
59.9	747	"8"
59.9	873	"7"
59.9	780	"6"
59.9	862	"5"
59.9	946	"4"
59.9	962	"3"
59.9	296	"22"
59.9	273	"21"
59.9	410	"20"
59.9	1218	"2"
59.9	429	"19"
59.9	428	"18"
59.9	509	"17"
59.9	615	"16"
59.9	487	"15"
59.9	441	"14"
59.9	511	"13"
59.9	705	"12"
59.9	781	"11"
59.9	807	"10"
59.9	1248	"1"
60	89	"Y"
60	559	"X"
60	651	"9"
60	735	"8"
60	850	"7"
60	779	"6"
60	834	"5"
60	901	"4"
60	935	"3"
60	275	"22"
60	205	"21"
60	423	"20"
60	1250	"2"
60	437	"19"
60	454	"18"
60	521	"17"
60	565	"16"
60	476	"15"
60	455	"14"
60	547	"13"
60	707	"12"
60	737	"11"
60	812	"10"
60	1261	"1"
60.1	73	"Y"
60.1	585	"X"
60.1	672	"9"
60.1	778	"8"
60.1	851	"7"
60.1	830	"6"
60.1	847	"5"
60.1	914	"4"
60.1	910	"3"
60.1	275	"22"
60.1	204	"21"
60.1	425	"20"
60.1	1183	"2"
60.1	455	"19"
60.1	468	"18"
60.1	524	"17"
60.1	547	"16"
60.1	475	"15"
60.1	475	"14"
60.1	502	"13"
60.1	622	"12"
60.1	786	"11"
60.1	800	"10"
60.1	1268	"1"
60.2	84	"Y"
60.2	576	"X"
60.2	659	"9"
60.2	794	"8"
60.2	863	"7"
60.2	790	"6"
60.2	819	"5"
60.2	889	"4"
60.2	940	"3"
60.2	325	"22"
60.2	224	"21"
60.2	421	"20"
60.2	1226	"2"
60.2	444	"19"
60.2	473	"18"
60.2	535	"17"
60.2	623	"16"
60.2	417	"15"
60.2	414	"14"
60.2	513	"13"
60.2	660	"12"
60.2	749	"11"
60.2	796	"10"
60.2	1255	"1"
60.3	85	"Y"
60.3	548	"X"
60.3	685	"9"
60.3	764	"8"
60.3	931	"7"
60.3	795	"6"
60.3	884	"5"
60.3	899	"4"
60.3	895	"3"
60.3	285	"22"
60.3	240	"21"
60.3	420	"20"
60.3	1208	"2"
60.3	449	"19"
60.3	458	"18"
60.3	523	"17"
60.3	580	"16"
60.3	470	"15"
60.3	483	"14"
60.3	501	"13"
60.3	693	"12"
60.3	755	"11"
60.3	848	"10"
60.3	1270	"1"
60.4	92	"Y"
60.4	581	"X"
60.4	649	"9"
60.4	822	"8"
60.4	843	"7"
60.4	790	"6"
60.4	867	"5"
60.4	885	"4"
60.4	946	"3"
60.4	281	"22"
60.4	224	"21"
60.4	423	"20"
60.4	1242	"2"
60.4	403	"19"
60.4	451	"18"
60.4	525	"17"
60.4	612	"16"
60.4	495	"15"
60.4	458	"14"
60.4	516	"13"
60.4	662	"12"
60.4	740	"11"
60.4	787	"10"
60.4	1234	"1"
60.5	89	"Y"
60.5	534	"X"
60.5	686	"9"
60.5	734	"8"
60.5	896	"7"
60.5	781	"6"
60.5	867	"5"
60.5	883	"4"
60.5	956	"3"
60.5	340	"22"
60.5	241	"21"
60.5	425	"20"
60.5	1189	"2"
60.5	394	"19"
60.5	493	"18"
60.5	580	"17"
60.5	559	"16"
60.5	462	"15"
60.5	459	"14"
60.5	509	"13"
60.5	643	"12"
60.5	738	"11"
60.5	762	"10"
60.5	1198	"1"
60.6	85	"Y"
60.6	564	"X"
60.6	652	"9"
60.6	778	"8"
60.6	904	"7"
60.6	764	"6"
60.6	868	"5"
60.6	887	"4"
60.6	932	"3"
60.6	284	"22"
60.6	253	"21"
60.6	407	"20"
60.6	1193	"2"
60.6	406	"19"
60.6	480	"18"
60.6	542	"17"
60.6	601	"16"
60.6	482	"15"
60.6	410	"14"
60.6	499	"13"
60.6	657	"12"
60.6	726	"11"
60.6	829	"10"
60.6	1260	"1"
60.7	87	"Y"
60.7	527	"X"
60.7	623	"9"
60.7	751	"8"
60.7	896	"7"
60.7	800	"6"
60.7	858	"5"
60.7	877	"4"
60.7	979	"3"
60.7	296	"22"
60.7	244	"21"
60.7	472	"20"
60.7	1167	"2"
60.7	391	"19"
60.7	456	"18"
60.7	516	"17"
60.7	624	"16"
60.7	486	"15"
60.7	436	"14"
60.7	505	"13"
60.7	710	"12"
60.7	738	"11"
60.7	743	"10"
60.7	1298	"1"
60.8	77	"Y"
60.8	529	"X"
60.8	630	"9"
60.8	803	"8"
60.8	844	"7"
60.8	790	"6"
60.8	894	"5"
60.8	869	"4"
60.8	945	"3"
60.8	294	"22"
60.8	211	"21"
60.8	434	"20"
60.8	1207	"2"
60.8	418	"19"
60.8	476	"18"
60.8	467	"17"
60.8	610	"16"
60.8	502	"15"
60.8	442	"14"
60.8	542	"13"
60.8	648	"12"
60.8	752	"11"
60.8	772	"10"
60.8	1252	"1"
60.9	79	"Y"
60.9	516	"X"
60.9	672	"9"
60.9	799	"8"
60.9	918	"7"
60.9	778	"6"
60.9	899	"5"
60.9	893	"4"
60.9	937	"3"
60.9	325	"22"
60.9	261	"21"
60.9	408	"20"
60.9	1154	"2"
60.9	407	"19"
60.9	444	"18"
60.9	556	"17"
60.9	604	"16"
60.9	456	"15"
60.9	429	"14"
60.9	510	"13"
60.9	658	"12"
60.9	771	"11"
60.9	779	"10"
60.9	1236	"1"
61	94	"Y"
61	559	"X"
61	703	"9"
61	726	"8"
61	894	"7"
61	773	"6"
61	815	"5"
61	889	"4"
61	932	"3"
61	302	"22"
61	240	"21"
61	459	"20"
61	1219	"2"
61	422	"19"
61	491	"18"
61	554	"17"
61	609	"16"
61	479	"15"
61	459	"14"
61	548	"13"
61	683	"12"
61	694	"11"
61	823	"10"
61	1268	"1"
61.1	89	"Y"
61.1	577	"X"
61.1	641	"9"
61.1	762	"8"
61.1	894	"7"
61.1	831	"6"
61.1	867	"5"
61.1	879	"4"
61.1	915	"3"
61.1	304	"22"
61.1	221	"21"
61.1	423	"20"
61.1	1225	"2"
61.1	443	"19"
61.1	473	"18"
61.1	527	"17"
61.1	562	"16"
61.1	463	"15"
61.1	448	"14"
61.1	441	"13"
61.1	707	"12"
61.1	769	"11"
61.1	793	"10"
61.1	1250	"1"
61.2	89	"Y"
61.2	569	"X"
61.2	654	"9"
61.2	778	"8"
61.2	867	"7"
61.2	798	"6"
61.2	835	"5"
61.2	895	"4"
61.2	925	"3"
61.2	326	"22"
61.2	212	"21"
61.2	415	"20"
61.2	1141	"2"
61.2	415	"19"
61.2	499	"18"
61.2	513	"17"
61.2	649	"16"
61.2	445	"15"
61.2	420	"14"
61.2	495	"13"
61.2	650	"12"
61.2	773	"11"
61.2	754	"10"
61.2	1243	"1"
61.3	92	"Y"
61.3	604	"X"
61.3	620	"9"
61.3	763	"8"
61.3	869	"7"
61.3	770	"6"
61.3	855	"5"
61.3	898	"4"
61.3	893	"3"
61.3	306	"22"
61.3	211	"21"
61.3	416	"20"
61.3	1217	"2"
61.3	419	"19"
61.3	485	"18"
61.3	540	"17"
61.3	620	"16"
61.3	471	"15"
61.3	473	"14"
61.3	493	"13"
61.3	694	"12"
61.3	754	"11"
61.3	728	"10"
61.3	1296	"1"
61.4	76	"Y"
61.4	608	"X"
61.4	649	"9"
61.4	785	"8"
61.4	862	"7"
61.4	781	"6"
61.4	894	"5"
61.4	884	"4"
61.4	944	"3"
61.4	288	"22"
61.4	241	"21"
61.4	446	"20"
61.4	1211	"2"
61.4	440	"19"
61.4	444	"18"
61.4	514	"17"
61.4	616	"16"
61.4	468	"15"
61.4	443	"14"
61.4	499	"13"
61.4	656	"12"
61.4	747	"11"
61.4	800	"10"
61.4	1234	"1"
61.5	101	"Y"
61.5	586	"X"
61.5	611	"9"
61.5	804	"8"
61.5	914	"7"
61.5	772	"6"
61.5	910	"5"
61.5	888	"4"
61.5	919	"3"
61.5	264	"22"
61.5	254	"21"
61.5	410	"20"
61.5	1221	"2"
61.5	445	"19"
61.5	456	"18"
61.5	553	"17"
61.5	588	"16"
61.5	489	"15"
61.5	475	"14"
61.5	526	"13"
61.5	659	"12"
61.5	749	"11"
61.5	816	"10"
61.5	1242	"1"
61.6	93	"Y"
61.6	538	"X"
61.6	671	"9"
61.6	747	"8"
61.6	894	"7"
61.6	758	"6"
61.6	828	"5"
61.6	860	"4"
61.6	936	"3"
61.6	290	"22"
61.6	226	"21"
61.6	439	"20"
61.6	1205	"2"
61.6	425	"19"
61.6	462	"18"
61.6	542	"17"
61.6	648	"16"
61.6	491	"15"
61.6	452	"14"
61.6	505	"13"
61.6	654	"12"
61.6	730	"11"
61.6	812	"10"
61.6	1249	"1"
61.7	91	"Y"
61.7	513	"X"
61.7	644	"9"
61.7	805	"8"
61.7	914	"7"
61.7	817	"6"
61.7	798	"5"
61.7	851	"4"
61.7	973	"3"
61.7	304	"22"
61.7	209	"21"
61.7	466	"20"
61.7	1231	"2"
61.7	467	"19"
61.7	463	"18"
61.7	503	"17"
61.7	582	"16"
61.7	484	"15"
61.7	445	"14"
61.7	495	"13"
61.7	658	"12"
61.7	735	"11"
61.7	746	"10"
61.7	1256	"1"
61.8	85	"Y"
61.8	580	"X"
61.8	663	"9"
61.8	825	"8"
61.8	908	"7"
61.8	853	"6"
61.8	862	"5"
61.8	873	"4"
61.8	908	"3"
61.8	282	"22"
61.8	238	"21"
61.8	389	"20"
61.8	1212	"2"
61.8	405	"19"
61.8	467	"18"
61.8	623	"17"
61.8	591	"16"
61.8	490	"15"
61.8	464	"14"
61.8	511	"13"
61.8	630	"12"
61.8	725	"11"
61.8	784	"10"
61.8	1243	"1"
61.9	59	"Y"
61.9	608	"X"
61.9	656	"9"
61.9	826	"8"
61.9	849	"7"
61.9	836	"6"
61.9	903	"5"
61.9	882	"4"
61.9	946	"3"
61.9	326	"22"
61.9	241	"21"
61.9	417	"20"
61.9	1167	"2"
61.9	422	"19"
61.9	453	"18"
61.9	559	"17"
61.9	584	"16"
61.9	517	"15"
61.9	444	"14"
61.9	483	"13"
61.9	654	"12"
61.9	773	"11"
61.9	799	"10"
61.9	1263	"1"
62	89	"Y"
62	524	"X"
62	653	"9"
62	768	"8"
62	887	"7"
62	768	"6"
62	883	"5"
62	888	"4"
62	920	"3"
